lidoRecordId,imageUrl,type,material,displayDate,earliestDate,latestDate,subject,artistName,nationality,role,birth,death,location,title,classification,rightsStatement,workID,repositoryName,recordID,recordLinks,eventType,displayMaterialsTech,inscriptions,relatedWorkNotes
gnd2012512-4/lido/tms_136579,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto8.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto8.jpg,Architektur,,,,,,,,,,,Wien,"Ruhpolding, Chiemgau, Landhaus Schmucker, Vorhof mit Garten, Ansicht von Süd-Osten, Fotografie",,https://creativecommons.org/publicdomain/mark/1.0/,AZ10013/Foto8,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_136579,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[AZ10013/Foto8]&showtype=record'],Provenienz,[],[],[]
gnd2012512-4/lido/tms_136580,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto9.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto9.jpg,Architektur,,,,,,,,,,,Wien,"Ruhpolding, Chiemgau, Landhaus Schmucker, Teilansicht von Süd-Osten, Blick vom Vorhof in den Zierhof, Fotografie",,https://creativecommons.org/publicdomain/mark/1.0/,AZ10013/Foto9,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_136580,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[AZ10013/Foto9]&showtype=record'],Provenienz,[],"['verso: Stempel (Foto Wasow, München 23, Leopoldstr. 20)']",[]
gnd2012512-4/lido/tms_136581,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto10.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto10.jpg,Architektur,,,,,,,,,,,Wien,"Ruhpolding, Chiemgau, Landhaus Schmucker, Blick vom Vorhof in den Zierhof, Fotografie",,https://creativecommons.org/publicdomain/mark/1.0/,AZ10013/Foto10,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_136581,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[AZ10013/Foto10]&showtype=record'],Provenienz,[],[],[]
gnd2012512-4/lido/tms_136582,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto11.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto11.jpg,Architektur,,,,,,,,,,,Wien,"Ruhpolding, Chiemgau, Landhaus Schmucker, Teilansicht von Süden, Fotografie",,https://creativecommons.org/publicdomain/mark/1.0/,AZ10013/Foto11,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_136582,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[AZ10013/Foto11]&showtype=record'],Provenienz,[],[],[]
gnd2012512-4/lido/tms_136583,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto12.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/AZ10013_Foto12.jpg,Architektur,,,,,,,,,,,Wien,"Ruhpolding, Chiemgau, Landhaus Schmucker, Teilansicht von Osten, Fotografie",,https://creativecommons.org/publicdomain/mark/1.0/,AZ10013/Foto12,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_136583,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[AZ10013/Foto12]&showtype=record'],Provenienz,[],"['verso: Stempel (Foto Wasow, München 23, Leopoldstr. 20)']",[]
gnd2012512-4/lido/tms_137667,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_550.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_550.jpg,Druckgraphik; Druckgraphik,,,1535,1545,,"Gandini, Alessandro",,Künstler_in,1551,1600,Wien,Hl. Katharina von Alexandrien,,https://creativecommons.org/publicdomain/mark/1.0/,DG2002/550,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137667,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/550]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt in zwei Platten (braun)'],"['r.u. ""AG""', 'Verso: „Mariette 1736“ (in Feder)']",[]
gnd2012512-4/lido/tms_137706,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_571.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_571.jpg,Druckgraphik; Druckgraphik,Clair-obscur-Schnitt; Clair-obscur-Schnitt,,1584,1584,,"Andreani, Andrea",,Künstler_in,1541,1623,Wien,Der Raub einer Sabinerin,,https://creativecommons.org/publicdomain/mark/1.0/,DG2002/571,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137706,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/571]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt von drei Platten'],"['l.u. ""Rapta Sabinam a / Io: Bolog.marm:excul. / AndreasAndrean Mat / incisit,atq. Bernardum / Vechiettum dicauit ano / M.D.LXXXIIII""']",[]
gnd2012512-4/lido/tms_137712,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_572.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_572.jpg,Druckgraphik; Druckgraphik,,,1579,1589,,"Andreani, Andrea",,Künstler_in,1541,1623,Wien,Der Raub einer Sabinerin,,https://creativecommons.org/publicdomain/mark/1.0/,DG2002/572,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137712,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/572]&showtype=record'],Carrier production,"['Wasserzeichen: Kreis, darin Adler (?) (Wien 2013, Abb. S. 445)', 'Clair-obscur-Holzschnitt in zwei Platten (graugrün)']","['r.u. ""Hoc opus exculpsit / Io:Bologna Andreas / Andrean incisit atq / dicauit. Ad illustriss. / & Eccel:IoanneMedice""']",[]
gnd2012512-4/lido/tms_137713,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_573.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_573.jpg,Druckgraphik; Druckgraphik,Clair-obscur-Schnitt; Clair-obscur-Schnitt,,1579,1589,,"Andreani, Andrea",,Künstler_in,1541,1623,Wien,Der Raub der Sabinerinnen,,https://creativecommons.org/publicdomain/mark/1.0/,DG2002/573,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137713,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/573]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt von zwei Platten'],"['l.u. ""Hoc opus exculpsit / Io:Bologna Andreas / Andrean incisit atq / dicauit. Ad illustriss. / & Eccel:IoanneMedice""']",[]
gnd2012512-4/lido/tms_137723,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_575.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_575.jpg,Druckgraphik; Druckgraphik,Clair-obscur-Schnitt; Clair-obscur-Schnitt,,1585,1585,,"Andreani, Andrea",,Künstler_in,1541,1623,Wien,Der Raub der Sabinerinnen (linker Teil),,https://creativecommons.org/publicdomain/mark/1.0/,DG2002/575,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137723,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/575]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt von vier Platten'],[],[]
gnd2012512-4/lido/tms_137724,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_576.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2002_576.jpg,Druckgraphik; Druckgraphik,Clair-obscur-Schnitt; Clair-obscur-Schnitt,,1587,1587,,"Andreani, Andrea",,Künstler_in,1541,1623,Wien,Der Raub der Sabinerinnen (mittlerer Teil),,https://creativecommons.org/publicdomain/mark/1.0/,DG2002/576,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137724,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/576]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt von vier Platten'],[],[]
gnd2012512-4/lido/tms_137727,,Druckgraphik; Druckgraphik,,,1512,1700,,Anonym,,Künstler/in,0,0,Wien,Mann mit Feston aus der Sixtinischen Kapelle,,,DG2002/579,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137727,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/579]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt von zwei Platten'],[],[]
gnd2012512-4/lido/tms_137728,,Druckgraphik; Druckgraphik,,,1610,1610,,"Andreani, Andrea",,Künstler/in,1541,1623,Wien,Der christliche Held,,,DG2002/580,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137728,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/580]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt von zwei Platten'],[],[]
gnd2012512-4/lido/tms_137729,,Druckgraphik; Druckgraphik,,,1610,1610,,"Andreani, Andrea",,Künstler/in,1541,1623,Wien,Der christliche Held,,,DG2002/581,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137729,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/581]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt von zwei Platten'],[],[]
gnd2012512-4/lido/tms_137730,,Druckgraphik; Druckgraphik,,,1500,1600,,Anonym,,Künstler/in,0,0,Wien,Die Dornenkrönung,,,DG2002/582,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_137730,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2002/582]&showtype=record'],Expression Creation,['Clair-obscur-Holzschnitt von drei Platten'],[],[]
gnd2012512-4/lido/tms_142186,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1936_721.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1936_721.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren); Radierung; Radierung (Druckverfahren),,1791,1794,,"Amon, Anton",,Stecher_in,1761,1798,Wien,Werfen,,https://creativecommons.org/publicdomain/mark/1.0/,DG1936/721,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142186,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1936/721]&showtype=record'],Expression Creation,"['Radierung, koloriert', 'Radierung, koloriert']","['l.u. ""Dessiné d\'après la Nature par Fr. de Naumann."", r.u. ""Gravé par Anton Amon.""']",[]
gnd2012512-4/lido/tms_142190,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1936_693.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1936_693.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren); Radierung; Radierung (Druckverfahren),,1805,1815,,"Ziegler, Johann",,Stecher_in,1749-07-11,1802-03-18,Wien,"Der Bleiberg, von Villach aus gesehen",,https://creativecommons.org/publicdomain/mark/1.0/,DG1936/693,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142190,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1936/693]&showtype=record'],Expression Creation,"['Radierung, koloriert', 'Radierung, koloriert']","['l.u. "" Runk del."", r.u. ""Ziegler sc.""']",[]
gnd2012512-4/lido/tms_142194,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1936_707.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1936_707.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren); Radierung; Radierung (Druckverfahren),,1805,1815,,"Ziegler, Johann",,Stecher_in,1749-07-11,1802-03-18,Wien,Am Fuß des Loiblpasses,,https://creativecommons.org/publicdomain/mark/1.0/,DG1936/707,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142194,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1936/707]&showtype=record'],Expression Creation,"['Radierung, koloriert', 'Radierung, koloriert']","['l.u. "" Runk del."", r.u. ""Ziegler sc.""']",[]
gnd2012512-4/lido/tms_142204,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1940_9.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1940_9.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren); Radierung; Radierung (Druckverfahren),,1790,1790,,"Mansfeld, Sebastian",,Stecher_in,1751-08-29,1818-04-14,Wien,Feierlichkeiten bei der Krönung Kaiser Leopolds zum König von Ungarn 1790 in Pressburg,,https://creativecommons.org/publicdomain/mark/1.0/,DG1940/9,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142204,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1940/9]&showtype=record'],Expression Creation,"['Radierung, koloriert', 'Radierung, koloriert']","['l.u. ""C. Schütz del."", r.u. ""Seb. Mansfeld sc.""']",[]
gnd2012512-4/lido/tms_142207,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1940_7.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1940_7.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren); Radierung; Radierung (Druckverfahren),,1790,1790,,"Mansfeld, Sebastian",,Stecher_in,1751-08-29,1818-04-14,Wien,Feierlichkeiten bei der Krönung Kaiser Leopolds zum König von Ungarn 1790 in Pressburg,,https://creativecommons.org/publicdomain/mark/1.0/,DG1940/7,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142207,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1940/7]&showtype=record'],Expression Creation,"['Radierung, koloriert', 'Radierung, koloriert']","['l.u. ""C. Schütz del."", r.u. ""Seb. Mansfeld sc.""']",[]
gnd2012512-4/lido/tms_142208,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1940_10.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1940_10.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren); Radierung; Radierung (Druckverfahren),,1790,1790,,"Mansfeld, Sebastian",,Stecher_in,1751-08-29,1818-04-14,Wien,Feierlichkeiten bei der Krönung Kaiser Leopolds zum König von Ungarn 1790 in Pressburg,,https://creativecommons.org/publicdomain/mark/1.0/,DG1940/10,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142208,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1940/10]&showtype=record'],Expression Creation,"['Radierung, koloriert', 'Radierung, koloriert']",[],[]
gnd2012512-4/lido/tms_142212,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_1127.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_1127.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren),,1784,1784,,"Schütz, Carl",,Künstler_in,1745-11-02,1800-03-14,Wien,"Wien, vom Belvedere aus gesehen",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/1127,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142212,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/1127]&showtype=record'],Expression Creation,['Radierung'],"['l.u. ""Nach der Natur gezeichnet und gestochen von Carl Schütz in Wien 1784""']",[]
gnd2012512-4/lido/tms_142223,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1950_499.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1950_499.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren); Radierung; Radierung (Druckverfahren),,1795,1805,,"Ziegler, Johann",,Stecher_in,1749-07-11,1802-03-18,Wien,Ein Teil des Schönbrunner Gartens,,https://creativecommons.org/publicdomain/mark/1.0/,DG1950/499,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142223,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1950/499]&showtype=record'],Expression Creation,"['Radierung, koloriert', 'Radierung, koloriert']","['l.u. ""dessiné d\'après Nature par L. Janscha"", r.u. ""Gravé par J. Ziegler"" (auf abgetrenntem Streifen)']",[]
gnd2012512-4/lido/tms_142529,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_66.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_66.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren); Farblithographie; Farblithographie (Druckverfahren),,1895,1905,,"Elbemühl, Wien",,Druck,1874,0,Wien,Cléo de Mérode,,https://creativecommons.org/publicdomain/mark/1.0/,DG2003/66,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142529,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/66]&showtype=record'],Carrier production,"['Farblithographie', 'Farblithographie']","['l.u. ""L.R.BARTEAU."" (im Stein)', 'r.u. Zeichen ""LITH. U. DRUCK DER \'ELBEMÜHL\' WIEN, IX."" (im Druck)']",[]
gnd2012512-4/lido/tms_142530,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_67.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_67.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren),,1895,1905,,"Barth, Otto",,Künstler_in,1876-10-03,1916-08-11,Wien,EHRENBERG & CIE.; ÄLTESTE LEIHBIBLIOTHEK WIENS; JASOMIRGOTTSTR. 5,,https://creativecommons.org/publicdomain/mark/1.0/,DG2003/67,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142530,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/67]&showtype=record'],Expression Creation,['Farblithographie'],"['r.u. ""OTTO / BARTH"" (im Stein)', 'M.o. ""ÄLTESTE LEIHBIBLIOTHEK / WIEN\'S GEGRÜNDET 1811. / EHRENBERG & Cie. / I. JASOMIRGOTTSTR. 5. MEZZANIN. / REICHHALTIGES LAGER NEUESTER / UND ÄLTERER WERKE IN DEUTSCHER, / FRANZÖSISCHER, ENGLISCHER UND / ITALIENISCHER SPRACHE."" (im Druck); r.u. ""ABONNEMENTS- / BEGINN TÄGLICH / 2 KRONEN PER / MONAT. / POSTVERSANDT / IN DIE PROVINZ."" (im Druck)']",[]
gnd2012512-4/lido/tms_142536,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_69.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_69.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren),,1910,1920,,Árpád Bardócz,,Künstler_in,1882,1938,Wien,Bakfisnap; Budapest,,https://creativecommons.org/publicdomain/mark/1.0/,DG2003/69,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_142536,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/69]&showtype=record'],Expression Creation,['Farblithographie'],"['M.l. ""Bardocz / 916"" (im Stein)', 'M.u. ""BAKFISNAP..."" (Detailbeschriftung; im Druck); M.l. Zeichen ""MÜINT. / LENGYELLIPÓT / BUDA- / PEST / VISEGRÁDI UTCA 3"" (im Druck)']",[]
gnd2012512-4/lido/tms_145228,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_216.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_216.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren),,1911,1911,,Henriette Goldenberg,,Künstler_in,1873,1942,Wien,2. AUSSTELLUNG DER VEREINIGUNG BILDENDER KÜNSTLERINNEN ÖSTERREICHS IM HAGENBUND 1911,,https://creativecommons.org/publicdomain/mark/1.0/,DG2003/216,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_145228,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/216]&showtype=record'],Expression Creation,['Farblithographie'],"['r.u. ""HENRIETTE / GOLDENBERG"" (im Druck)']",[]
gnd2012512-4/lido/tms_146115,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1035.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1035.jpg; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1035_2.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1035_2.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren); Farblithographie; Farblithographie (Druckverfahren),,1895,1905,,"Kunstanstalt Samuel Czeiger, Wien",,Druck,1868,1903,Wien,"BOSNISCHE WEIHNACHTSAUSSTELLUNG; I., Hegelgasse 6 (unterer Teil)",,https://creativecommons.org/publicdomain/mark/1.0/; https://creativecommons.org/publicdomain/mark/1.0/,DG2003/1035/2,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_146115,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/1035/2]&showtype=record'],Carrier production,"['Farblithographie', 'Farblithographie']","['M.l. (unterer Teil) ""RPick"" (seitenverkehrt; im Druck)']",[]
gnd2012512-4/lido/tms_146130,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1048.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1048.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren); Farblithographie; Farblithographie (Druckverfahren),,1910,1910,,"Papier- und Blechdruckindustrie, Wien",,Druck,0,0,Wien,"Schuhwaren-Haus Leopold Hietzgern, Graz",,https://creativecommons.org/publicdomain/mark/1.0/,DG2003/1048,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_146130,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/1048]&showtype=record'],Carrier production,"['Farblithographie', 'Farblithographie']","['r.o. ""Igo / Pötsch"" (im Druck)']",[]
gnd2012512-4/lido/tms_146131,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1049.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1049.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren); Farblithographie; Farblithographie (Druckverfahren),,1910,1910,,"Papier- und Blechdruckindustrie, Wien",,Druck,0,0,Wien,"Inrusa, un letto a tappeto",,https://creativecommons.org/publicdomain/mark/1.0/,DG2003/1049,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_146131,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/1049]&showtype=record'],Carrier production,"['Farblithographie', 'Farblithographie']","['l.o. ""Igo / Pötsch"" (im Druck)']",[]
gnd2012512-4/lido/tms_146132,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1050.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1050.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren); Farblithographie; Farblithographie (Druckverfahren),,1910,1910,,"Papier- und Blechdruckindustrie, Wien",,Druck,0,0,Wien,Palin; Schuhputz von Weltruf,,https://creativecommons.org/publicdomain/mark/1.0/,DG2003/1050,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_146132,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/1050]&showtype=record'],Carrier production,"['Farblithographie', 'Farblithographie']","['l.u. ""IGO PÖTSCH"" (""IGO"" vertikal; im Druck)']",[]
gnd2012512-4/lido/tms_146133,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1047_2.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1047_2.jpg; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1047.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1047.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren); Farblithographie; Farblithographie (Druckverfahren),,1910,1910,,"Papier- und Blechdruckindustrie, Wien",,Druck,0,0,Wien,"AUSTRIA BRAUEREI, WIEN-NEUDORF (rechter Teil)",,https://creativecommons.org/publicdomain/mark/1.0/; https://creativecommons.org/publicdomain/mark/1.0/,DG2003/1047/2,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_146133,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/1047/2]&showtype=record'],Carrier production,"['Farblithographie', 'Farblithographie']","['r.u. (rechter Teil) ""IGO / PÖTSCH / WIEN"" (im Druck)']",[]
gnd2012512-4/lido/tms_146135,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1052.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG2003_1052.jpg,Druckgraphik; Druckgraphik,Farblithographie; Farblithographie (Druckverfahren); Farblithographie; Farblithographie (Druckverfahren),,1910,1910,,"Papier- und Blechdruckindustrie, Wien",,Druck,0,0,Wien,HÜTTELDORFER-BRAUHAUS,,https://creativecommons.org/publicdomain/mark/1.0/,DG2003/1052,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_146135,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG2003/1052]&showtype=record'],Carrier production,"['Farblithographie', 'Farblithographie']","['l.o. ""Igo / Pötsch"" (im Druck)']",[]
